"Laboratory Name","Lab Id","User Name",Mobile,Email,State,District,Disciplines,"Certificate No","Date of Issue","Date of Expiry",Address,"Pin Code"
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE  - IRUVELPATTU 
",M(EL)T-01879,NABLBCL006474,9943296467,kkr-ivpattu.tnphc@nic.in,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-01397,"2023-10-23 00:00:00","26-10-23 00:00:00","Thiruvennainallur Block, Villupuram District, Tamil Nadu - 607107, India
",607107
"GOVERNMENT PRIMARY HEALTH CENTRE - KUNNAM
",M(EL)T-01865,NABLBCL006533,9597303732,deebikamageshk@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-01398,"2023-10-23 00:00:00","26-10-23 00:00:00","Vanur Block, Villupuram District, Tamil Nadu - 604304, India
",604304
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - MELSITHAMUR 
",M(EL)T-01847,NABLBCL005644,9943851051,msithamurphc@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-01399,"2023-10-23 00:00:00","26-10-23 00:00:00","Vallam Block, Villupuram District, Tamil Nadu - 604206, India
",604206
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - KARIYALUR 
",M(EL)T-01643,NABLBCL005670,9944754368,silambualagesan85@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-01400,"2023-10-23 00:00:00","26-10-23 00:00:00","Kariyalur Block, Kallakurichi District, Tamil Nadu - 606209, India
",606209
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - POONTHOTTAM
",M(EL)T-01266,NABLBCL006119,8610326684,poonthotamphc@gmail.com,"Tamil Nadu",THIRUVARUR,"Clinical Biochemistry",NABL-M(EL)T-01401,"2023-10-23 00:00:00","26-10-23 00:00:00","Nannilam Block, Thiruvarur District, Tamil Nadu - 609503, India
",609503
"GOVERNMENT PRIMARY HEALTH CENTRE - KATTUEDAIYAR 
",M(EL)T-02158,NABLBCL005674,9840498622,kattuedaiyarp@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-01402,"2023-10-23 00:00:00","26-10-23 00:00:00","Elavanasurkottai Block, Kallakurichi District, Tamil Nadu - 607202, India",605751
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - KILIYANUR 
",M(EL)T-02155,NABLBCL005754,9655388528,kp044575@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-01403,"2023-10-23 00:00:00","26-10-23 00:00:00","Kiliyanur Block, Villupuram District, Tamil Nadu - 604102, India
",604102
"GOVERNMENT PRIMARY HEALTH CENTRE - MELNARIYAPPANUR
",M(EL)T-02120,NABLBCL005555,9791975006,murugeshkavi347@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-01404,"2023-10-23 00:00:00","26-10-23 00:00:00","Kachirapalayam Block, Kallakurichi District, Tamil Nadu - 606201, India
",606201
"GOVERNMENT PRIMARY HEALTH CENTRE - BRAMMADESAM
",M(EL)T-01996,NABLBCL005646,9489392279,bramadesamphc@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-01405,"2023-10-23 00:00:00","26-10-23 00:00:00","Murukkeri Block, Villupuram District, Tamil Nadu - 604301, India
",604301
"GOVERNMENT PRIMARY HEALTH CENTRE - SERAPATTU 
",M(EL)T-01647,NABLBCL005693,8098293643,sangeethal1635@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-01406,"2023-10-23 00:00:00","26-10-23 00:00:00","Kariyalur Block, Kallakurichi District, Tamil Nadu - 606041, India
",606401
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - KEDAR 
",M(EL)T-01732,NABLBCL005453,8754358878,phckedar@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-01407,"2023-10-23 00:00:00","26-10-23 00:00:00","Kanai Block, Villupuram District, Tamil Nadu - 605402, India
",605402
"GOVERNMENT PRIMARY HEALTH CENTRE - ANNIYUR
",M(EL)T-02112,NABLBCL006653,7358875664,amarnathamarnath559@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-01408,"2023-10-23 00:00:00","26-10-23 00:00:00","Kedar Block, Villupuram District, Tamil Nadu - 605202, India
",605202
"GOVERNMENT PRIMARY HEALTH CENTRE - OSUR
",M(EL)T-02660,NABLBCL006937,9442761238,maryregibosco@gmail.com,"Tamil Nadu",TIRUVANNAMALAI,"Clinical Biochemistry",NABL-M(EL)T-01409,"2023-10-23 00:00:00","26-10-23 00:00:00","Vazhur Block, Thiruvannamalai District, Tamil Nadu - 604405, India
",604405
"GOVERNMENT PRIMARY HEALTH CENTRE - PERUMBAKKAM
",M(EL)T-02533,NABLBCL006650,9789529098,deenadayalanwbd@gmail.com,"Tamil Nadu",KANCHIPURAM,"Clinical Biochemistry",NABL-M(EL)T-01410,"2023-10-23 00:00:00","26-10-23 00:00:00","Thiruppukuzhi Block, Kancheepuram District, Tamil Nadu - 631551, India
",631551
"GOVERNMENT PRIMARY HEALTH CENTRE - EDAIYUR 
",M(EL)T-02251,NABLBCL005461,9677819696,varokiaalbert@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-01411,"2023-10-23 00:00:00","26-10-23 00:00:00","G.Ariyur Block, Kallakurichi District, Tamil Nadu - 605766, India
",605766
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - TINDIVANAM 
",M(EL)T-02240,NABLBCL005358,9597659210,ek8373196@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-01412,"2023-10-23 00:00:00","26-10-23 00:00:00","Olakkur Block, Villupuram District, Tamil Nadu - 604001, India
",604001
"GOVERNMENT PRIMARY HEALTH CENTRE - KARUVATCHI
",M(EL)T-02233,NABLBCL005718,9787574088,renuka2019k@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-01413,"2023-10-23 00:00:00","26-10-23 00:00:00","Kanai  Block, Villupuram District, Tamil Nadu - 605201, India
",605201
"GOVERNMENT PRIMARY HEALTH CENTRE - ETHAPUR
",M(EL)T-02276,NABLBCL006780,9787062152,Ethapurphc123@gmail.com,"Tamil Nadu",SALEM,"Clinical Biochemistry",NABL-M(EL)T-01414,"2023-10-23 00:00:00","26-10-23 00:00:00","Pedhanaickanpalayam Block, Salem District, Tamil Nadu - 636117, India
",636117
"GOVERNMENT PRIMARY HEALTH CENTRE - T.EDAIYAR
",M(EL)T-02229,NABLBCL005741,9488892071,marimuthukumar34@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-01415,"2023-10-23 00:00:00","26-10-23 00:00:00","Iruvelpattu Block, Villupuram District, Tamil Nadu - 607203, India
",607203
"GOVERNMENT PRIMARY HEALTH CENTRE - PARANJI
",M(EL)T-02296,NABLBCL006783,9840180431,uma08maheshwari@gmail.com,"Tamil Nadu",VELLORE,"Clinical Biochemistry",NABL-M(EL)T-01416,"2023-10-23 00:00:00","26-10-23 00:00:00","Arakonam Block, Ranipet District, Tamil Nadu - 632510, India
",632501
"GOVERNMENT PRIMARY HEALTH CENTRE - ARASAMANGALAM
",M(EL)T-02215,NABLBCL005418,9003770025,seethacharan@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-01417,"2023-10-23 00:00:00","26-10-23 00:00:00","Kandamanadi Block, Villupuram District, Tamil Nadu - 605301, India
","605 103"
"GOVERNMENT PRIMARY HEALTH CENTRE - EYYANUR 
",M(EL)T-02211,NABLBCL005284,9677390736,eyyanurphc7@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-01418,"2023-10-23 00:00:00","26-10-23 00:00:00","Thiyagadurgam Block, Kallakurichi District, Tamil Nadu - 606204, India
",606204
"GOVERNMENT PRIMARY HEALTH CENTRE - KEELMAMPATTU
",M(EL)T-02162,NABLBCL005712,9003768333,keelmampattuphc2019@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-01419,"2023-10-23 00:00:00","26-10-23 00:00:00","Vallam Block, Villupuram District, Tamil Nadu - 605651, India
",605651
"GOVERNMENT PRIMARY HEALTH CENTRE - SIRUMADHURAI
",M(EL)T-02204,NABLBCL005756,9715505156,arul.subikshan2017@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-01420,"2023-10-23 00:00:00","26-10-23 00:00:00","Iruvelpattu Block, Villupuram District, Tamil Nadu - 607203, India
",607203
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - ELAVANASURKOTTAI
",M(EL)T-02202,NABLBCL005493,8072117565,evkottaibphc@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-01421,"2023-10-23 00:00:00","26-10-23 00:00:00","Elavanasurkottai Block, Kallakurichi District, Tamil Nadu- 607202, India
",607202
"GOVERNMENT PRIMARY HEALTH CENTRE - MELATHIRUVENKATANATHAPURAM
",M(EL)T-01925,NABLBCL003983,9789477459,balaarumugam5@gmail.com,"Tamil Nadu",TIRUNELVELI,"Clinical Biochemistry",NABL-M(EL)T-01422,"2023-10-23 00:00:00","26-10-23 00:00:00","Palayamkottai Block, Tirunelveli District, Tamil Nadu - 627006, India
",627006
"GOVERNMENT PRIMARY HEALTH CENTRE - AUTHOOR
",M(EL)T-01021,NABLBCL004176,9894068831,tutauthoor.tnphc@gmail.com,"Tamil Nadu",TUTICORIN,"Clinical Biochemistry",NABL-M(EL)T-01423,"2023-10-23 00:00:00","26-10-23 00:00:00","Alwarthirunagari Block, Tuticorin District, Tamil Nadu - 628151, India
",628151
"GOVERNMENT PRIMARY HEALTH CENTRE - VELLODE
",M(EL)T-01769,NABLBCL004313,9688772785,abiramilingaiyan49@gmail.com,"Tamil Nadu",ERODE,"Clinical Biochemistry",NABL-M(EL)T-01424,"2023-10-23 00:00:00","26-10-23 00:00:00","Chennimalai Block, Erode District, Tamil Nadu - 638113, India
",638113
"GOVERNMENT PRIMARY HEALTH CENTRE - CHAKKARAPALLI
",M(EL)T-01011,NABLBCL004413,6369723109,phcchakkarapalli@gmail.com,"Tamil Nadu",THANJAVUR,"Clinical Biochemistry",NABL-M(EL)T-01425,"2023-10-23 00:00:00","26-10-23 00:00:00","Papanasam Block, Thanjavur District, Tamil Nadu - 614211, India
",614201
"GOVERNMENT PRIMARY HEALTH CENTRE - PERIYAKOTTAI
",M(EL)T-01639,NABLBCL004343,8610297455,phcperiyakottai@gmail.com,"Tamil Nadu",THANJAVUR,"Clinical Biochemistry",NABL-M(EL)T-01426,"2023-10-23 00:00:00","26-10-23 00:00:00","Madukkur Block, Thanjavur District, Tamil Nadu - 614903, India
",614903
"GOVERNMENT UPGRADED PRIMARY HEALTH CENTRE - PERUNGATTUR
",M(EL)T-02698,NABLBCL005105,9894078842,bmo.perungattur@gmail.com,"Tamil Nadu",TIRUVANNAMALAI,"Clinical Biochemistry",NABL-M(EL)T-01427,"2023-10-23 00:00:00","26-10-23 00:00:00","Vempakkam Block, Thiruvannamalai District, Tamil Nadu - 604402, India
",604402
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - JAMUNAMARATHUR
",M(EL)T-01269,NABLBCL004793,9600497315,tvm-npattu.tnphc@nic.in,"Tamil Nadu",TIRUVANNAMALAI,"Clinical Biochemistry",NABL-M(EL)T-01428,"2023-10-23 00:00:00","26-10-23 00:00:00","Jamunamarathur Block, Thiruvannamalai District, Tamil Nadu - 635703, India
",665703
"GOVERNMENT PRIMARY HEALTH CENTRE - VELLAR
",M(EL)T-02472,NABLBCL004898,7373425643,varadhancmlt@gmail.com,"Tamil Nadu",SALEM,"Clinical Biochemistry",NABL-M(EL)T-01429,"2023-10-23 00:00:00","26-10-23 00:00:00","Mecheri Block, Salem District, Tamil Nadu - 636451, India
",636451
"GOVERNMENT PRIMARY HEALTH CENTRE - MASINAYAKANPATTI
",M(EL)T-02278,NABLBCL005090,9629611060,seelanmaths@gmail.com,"Tamil Nadu",SALEM,"Clinical Biochemistry",NABL-M(EL)T-01430,"2023-10-23 00:00:00","26-10-23 00:00:00","Ayothiapattinam Block, Salem District, Tamil Nadu - 636103, India
",636103
"GOVERNMENT PRIMARY HEALTH CENTRE - ARASIRAMANI
",M(EL)T-02133,NABLBCL005080,8012533361,slm-asmani.tnphc@nic.in,"Tamil Nadu",SALEM,"Clinical Biochemistry",NABL-M(EL)T-01431,"2023-10-23 00:00:00","26-10-23 00:00:00","Sankari Block, Salem District, Tamil Nadu - 637101, India
",637101
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - THANTHONI
",M(EL)T-02061,NABLBCL004905,9865778829,thanthoniuphc@gmail.com,"Tamil Nadu",KARUR,"Clinical Biochemistry",NABL-M(EL)T-01432,"2023-10-23 00:00:00","26-10-23 00:00:00","Thanthoni Block, Karur District, Tamil Nadu - 639005, India
",639007
"GOVERNMENT PRIMARY HEALTH CENTRE - ILAYARASANENDAL
",M(EL)T-01971,NABLBCL004007,9789397755,phcilayarasanendal@gmail.com,"Tamil Nadu",TUTICORIN,"Clinical Biochemistry",NABL-M(EL)T-01433,"2023-10-23 00:00:00","26-10-23 00:00:00","Kovilpatti Block, Tuticorin District, Tamil Nadu - 627713, India
",627713
"GOVERNMENT PRIMARY HEALTH CENTRE - MALLUR
",M(EL)T-02037,NABLBCL004862,8248567062,slm-mallur.tnphc@nic.in,"Tamil Nadu",SALEM,"Clinical Biochemistry",NABL-M(EL)T-01434,"2023-10-23 00:00:00","26-10-23 00:00:00","Panamarathupatti Block, Salem District, Tamil Nadu - 636203, India
",636203
"GOVERNMENT PRIMARY HEALTH CENTRE - PUTHIAMPUTHUR
",M(EL)T-02006,NABLBCL004293,7558130460,Phcputhiamputhur@gmail.com,"Tamil Nadu",TUTICORIN,"Clinical Biochemistry",NABL-M(EL)T-01435,"2023-10-23 00:00:00","26-10-23 00:00:00","Ottapidaram block, Tuticorin District, Tamil Nadu - 628402, India
",628001
"GOVERNMENT PRIMARY HEALTH CENTRE - BANAGAMUTLU
",M(EL)T-02146,NABLBCL004525,7845097130,pmutulu123@gmail.com,"Tamil Nadu",KRISHNAGIRI,"Clinical Biochemistry",NABL-M(EL)T-01436,"2023-10-23 00:00:00","26-10-23 00:00:00","Bargur Block, Krishnagiri District, Tamil Nadu - 635106, India
",635106
"GOVERNMENT PRIMARY HEALTH CENTRE - VEMBAR
",M(EL)T-02271,NABLBCL004070,9159519053,Phcvembar@gmail.com,"Tamil Nadu",TUTICORIN,"Clinical Biochemistry",NABL-M(EL)T-01437,"2023-10-23 00:00:00","26-10-23 00:00:00","Vilathikulam Block, Tuticorin District, Tamil Nadu - 62890, India
",628906
"GOVERNMENT PRIMARY HEALTH CENTRE - ALAMPATTI
",M(EL)T-01489,NABLBCL003996,9047174150,satheeshmicrolab@gmail.com,"Tamil Nadu",NAMAKKAL,"Clinical Biochemistry",NABL-M(EL)T-01438,"2023-10-23 00:00:00","26-10-23 00:00:00","Palapatty Block, Namakkal District, Tamil Nadu - 637020, India
",637020
"GOVERNMENT PRIMARY HEALTH CENTRE - SIRUMUGAI
",M(EL)T-01258,NABLBCL003718,9894381767,sirumugaiphc2017@gmail.com,"Tamil Nadu",COIMBATORE,"Clinical Biochemistry",NABL-M(EL)T-01439,"2023-10-23 00:00:00","26-10-23 00:00:00","Karamadai Block, Coimbatore District, Tamil Nadu - 641302, India
",641302
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - KADAYAMPATTY
",M(EL)T-01872,NABLBCL004796,9843927221,slm-kdypatti.tnphc@nic.in,"Tamil Nadu",SALEM,"Clinical Biochemistry",NABL-M(EL)T-01440,"2023-10-23 00:00:00","26-10-23 00:00:00","Kadayampatty Block, Salem District, Tamil Nadu - 636351, India
",636351
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - KANNANKURICHI
",M(EL)T-01901,NABLBCL004901,9524931218,slm-kkurichi.tnphc@nic.in,"Tamil Nadu",SALEM,"Clinical Biochemistry",NABL-M(EL)T-01441,"2023-10-23 00:00:00","26-10-23 00:00:00","Salem Block, Salem District, Tamil Nadu - 636008, India
",636008
"GOVERNMENT UPGRADED PRIMARY HEALTH CENTRE - ALWARTHIRUNAGARI
",M(EL)T-02450,NABLBCL004467,8124853351,tutatnagari.tnphc@gmail.com,"Tamil Nadu",TUTICORIN,"Clinical Biochemistry",NABL-M(EL)T-01442,"2023-10-23 00:00:00","26-10-23 00:00:00","Alwarthirunagari Block, Tuticorin District, Tamil Nadu - 628612, India
",628612
"GOVERNMENT PRIMARY HEALTH CENTRE - UDAYARKULAM
",M(EL)T-02445,NABLBCL004498,8754691495,tutukulam.tnphc@gmail.com,"Tamil Nadu",TUTICORIN,"Clinical Biochemistry",NABL-M(EL)T-01443,"2023-10-23 00:00:00","26-10-23 00:00:00","Alwarthirunagari Block, Tuticorin District, Tamil Nadu - 627351, India
",628617
"GOVERNMENT PRIMARY HEALTH CENTRE - PARAMANKURICHI
",M(EL)T-02147,NABLBCL004294,9976693580,tutpkurichi.tnphc@gmail.com,"Tamil Nadu",TUTICORIN,"Clinical Biochemistry",NABL-M(EL)T-01444,"2023-10-23 00:00:00","26-10-23 00:00:00","Udankudi Block, Tuticorin District, Tamil Nadu - 628213, India
",628203
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - SOLAIALAGUPURAM
",M(EL)T-02628,NABLBCL006175,9865644378,solaialagupuramuphc@gmail.com,"Tamil Nadu",MADURAI,"Clinical Biochemistry",NABL-M(EL)T-01445,"2023-10-23 00:00:00","26-10-23 00:00:00","Madurai Corporation, Madurai District, Tamil Nadu - 625011, India
",625011
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - BIBIKULAM
",M(EL)T-02669,NABLBCL006207,9788866408,bibikulamuhp@gmail.com,"Tamil Nadu",MADURAI,"Clinical Biochemistry",NABL-M(EL)T-01446,"2023-10-23 00:00:00","26-10-23 00:00:00","Madurai Corporation, Madurai District, Tamil Nadu - 625002, India
",625002
"GOVERNMENT PRIMARY HEALTH CENTRE - DESUR 
",M(EL)T-02134,NABLBCL005143,6369443345,modesurphcmo2023@gmail.com,"Tamil Nadu",TIRUVANNAMALAI,"Clinical Biochemistry",NABL-M(EL)T-01447,"2023-10-23 00:00:00","26-10-23 00:00:00","Thellar Block, Thiruvannamalai District, Tamil Nadu - 604501, India
",604501
"GOVERNMENT PRIMARY HEALTH  CENTRE - ARATTAIVADI
",M(EL)T-01500,NABLBCL005378,9597927981,arattavadiphc@gmail.com,"Tamil Nadu",TIRUVANNAMALAI,"Clinical Biochemistry",NABL-M(EL)T-01448,"2023-10-23 00:00:00","26-10-23 00:00:00","Melpallipattu Block, Thiruvannamalai District, Tamil Nadu - 606907, India
",606709
"GOVERNMENT PRIMARY HEALTH CENTRE - NAINARPALAYAM
",M(EL)T-02253,NABLBCL005480,7871904050,phcnainarpalayam@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-01449,"2023-10-23 00:00:00","26-10-23 00:00:00","Kachirapalayam Block, Kallakurichi District, Tamil Nadu - 606301, India",606301
"GOVERNMENT PRIMARY HEALTH CENTRE - THOTTIYAM 
",M(EL)T-02306,NABLBCL005548,9629491341,gunalabtech1982@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-01450,"2023-10-23 00:00:00","26-10-23 00:00:00","Kachirapalayam Block, Kallakurichi District, Tamil Nadu - 606201, India
",606201
"GOVERNMENT PRIMARY HEALTH CENTRE - MUKKUR
",M(EL)T-01706,NABLBCL006086,7358130774,mukkurphc@gmail.com,"Tamil Nadu",TIRUVANNAMALAI,"Clinical Biochemistry",NABL-M(EL)T-01451,"2023-10-23 00:00:00","26-10-23 00:00:00","Navalpakkam Block, Thiruvannamalai District, Tamil Nadu - 604409, India
",604409
"GOVERNMENT PRIMARY HEALTH CENTRE - KONALUR
",M(EL)T-01292,NABLBCL005321,9843374045,PHC_konalur@yahoo.com,"Tamil Nadu",TIRUVANNAMALAI,"Clinical Biochemistry",NABL-M(EL)T-01452,"2023-10-23 00:00:00","26-10-23 00:00:00","Kilpennathur Block, Thiruvannamalai District, Tamil Nadu - 606755, India
",606755
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - NAMMIYAMPATTU
",M(EL)T-01357,NABLBCL005428,8144168753,nammiyampattuphc@gmail.com,"Tamil Nadu",TIRUVANNAMALAI,"Clinical Biochemistry",NABL-M(EL)T-01453,"2023-10-23 00:00:00","26-10-23 00:00:00","Jamunamarathur Block, Thiruvannamalai District, Tamil Nadu - 632102, India
",632102
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - KARAPATTU 
",M(EL)T-01251,NABLBCL005140,7708985563,tvm-karapattu.tnphc@nic.in,"Tamil Nadu",TIRUVANNAMALAI,"Clinical Biochemistry",NABL-M(EL)T-01454,"2023-10-23 00:00:00","26-10-23 00:00:00","Karapattu Block, Thiruvannamalai District, Tamil Nadu - 606705, India
",606705
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - KUMARASAMYPATTY
",M(EL)T-01905,NABLBCL005170,7358147304,uhpkumarasamipatty@gmail.com,"Tamil Nadu",SALEM,"Clinical Biochemistry",NABL-M(EL)T-01455,"2023-10-23 00:00:00","26-10-23 00:00:00","Salem Corporation, Salem District, Tamil Nadu - 6365007, India
",636007
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - SUBRAMANIYA NAGAR
",M(EL)T-02178,NABLBCL005393,8012533351,cpmusubramaniyanagaruphc@gmail.com,"Tamil Nadu",SALEM,"Clinical Biochemistry",NABL-M(EL)T-01456,"2023-10-23 00:00:00","26-10-23 00:00:00","Salem Corporation, Salem District, Tamil Nadu - 636005, India
",636005
"GOVERNMENT PRIMARY HEALTH CENTRE - PARADHARAMI
",M(EL)T-01899,NABLBCL006604,7305475406,paradaramiphc@gmail.com,"Tamil Nadu",VELLORE,"Clinical Biochemistry",NABL-M(EL)T-01457,"2023-10-23 00:00:00","26-10-23 00:00:00","Gudiyatham Block, Vellore District, Tamil Nadu - 632603, India
",632603
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - PERNAMBUT
",M(EL)T-01931,NABLBCL006540,9442995161,pernambutuphc@gmail.com,"Tamil Nadu",VELLORE,"Clinical Biochemistry",NABL-M(EL)T-01458,"2023-10-23 00:00:00","26-10-23 00:00:00","Melpatti Block, Vellore District, Tamil Nadu - 632810, India
",635810
"GOVERNMENT PRIMARY HEALTH CENTRE - NATTERI
",M(EL)T-01939,NABLBCL006554,9500118852,natteriphc99@gmail.com,"Tamil Nadu",TIRUVANNAMALAI,"Clinical Biochemistry",NABL-M(EL)T-01459,"2023-10-23 00:00:00","26-10-23 00:00:00","Vembakkam Block, Thiruvannamalai District, Tamil Nadu - 632511, India
",632511
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - DADAGAPATTI
",M(EL)T-01962,NABLBCL006523,9842916404,uhpdadagapatti@gmail.com,"Tamil Nadu",SALEM,"Clinical Biochemistry",NABL-M(EL)T-01460,"2023-10-23 00:00:00","26-10-23 00:00:00","Salem Corporation, Salem District, Tamil Nadu - 636006, India
",636006
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - PERIYAPALAYAM
",M(EL)T-02031,NABLBCL006527,8838622252,ppmphc2021@gmail.com,"Tamil Nadu",THIRUVALLUR,"Clinical Biochemistry",NABL-M(EL)T-01461,"2023-10-23 00:00:00","26-10-23 00:00:00","Periyapalayam Block, Thiruvallur District, Tamil Nadu - 601102, India
",601102
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - KOLATHUR
",M(EL)T-02055,NABLBCL006559,9443514314,subashinimaheswaran@gmail.com,"Tamil Nadu",SALEM,"Clinical Biochemistry",NABL-M(EL)T-01462,"2023-10-23 00:00:00","26-10-23 00:00:00","Kolathur Block, Salem District, Tamil Nadu - 636303, India
",636303
"GOVERNMENT PRIMARY HEALTH CENTRE - MULLANDIRAM
",M(EL)T-01464,NABLBCL005802,9688042257,phcmullendiram@gmail.com,"Tamil Nadu",TIRUVANNAMALAI,"Clinical Biochemistry",NABL-M(EL)T-01463,"2023-10-23 00:00:00","26-10-23 00:00:00","S.V.Nagaram Block, Thiruvannamalai District, Tamil Nadu - 632512, India
",632512
"GOVERNMENT PRIMARY HEALTH CENTRE - TIRUCHURPETTAI 
",M(EL)T-01488,NABLBCL005824,7358131728,thiruchurpettaiphc@gmail.com,"Tamil Nadu",TIRUVANNAMALAI,"Clinical Biochemistry",NABL-M(EL)T-01464,"2023-10-23 00:00:00","26-10-23 00:00:00","Kalambur Block, Thiruvannamalai District, Tamil Nadu - 606803, India
",606803
"GOVERNMENT PRIMARY HEALTH CENTRE - KALASAMUTHIRAM
",M(EL)T-01233,NABLBCL005517,9384423110,saravananapp2@gmail.com,"Tamil Nadu",TIRUVANNAMALAI,"Clinical Biochemistry",NABL-M(EL)T-01465,"2023-10-23 00:00:00","26-10-23 00:00:00","Kalambur Block, Thiruvannamalai District, Tamil Nadu - 632311, India
",632311
"GOVERNMENT PRIMARY HEALTH CENTRE - LATHERI
",M(EL)T-01642,NABLBCL006325,9994691365,latherimo@gmail.com,"Tamil Nadu",VELLORE,"Clinical Biochemistry",NABL-M(EL)T-01466,"2023-10-23 00:00:00","26-10-23 00:00:00","K. V. Kuppam Block, Vellore District, Tamil Nadu - 632002, India
",632202
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - PALAPATTI
",M(EL)T-01612,NABLBCL003923,9943604859,satheeshmicrolab@gmail.com,"Tamil Nadu",NAMAKKAL,"Clinical Biochemistry",NABL-M(EL)T-01467,"2023-10-23 00:00:00","26-10-23 00:00:00","Palapatti Block, Namakkal District, Tamil Nadu - 637017, India

",637017
"GOVERNMENT PRIMARY HEALTH CENTRE - PALLAKKAPALAYAM 
",M(EL)T-01694,NABLBCL003542,9486042802,M.mehala1986@gmail.com,"Tamil Nadu",NAMAKKAL,"Clinical Biochemistry",NABL-M(EL)T-01468,"2023-10-23 00:00:00","26-10-23 00:00:00","Pallipalayam Block, Namakkal District, Tamil Nadu - 637303, India
",637303
"GOVERNMENT PRIMARY HEALTH CENTRE - ALAGAPURI
",M(EL)T-01703,NABLBCL004156,9790121224,phcalagapuri@gmail.com,"Tamil Nadu",VIRUDHUNAGAR,"Clinical Biochemistry",NABL-M(EL)T-01469,"2023-10-23 00:00:00","26-10-23 00:00:00","Virudhunagar Block, Virudhunagar District, Tamil Nadu -626003, India
",626003
"GOVERNMENT PRIMARY HEALTH CENTRE - SENGUNDRAPURAM
",M(EL)T-01762,NABLBCL004243,7010087760,phcsengundrapuram@gmail.com,"Tamil Nadu",VIRUDHUNAGAR,"Clinical Biochemistry",NABL-M(EL)T-01470,"2023-10-23 00:00:00","26-10-23 00:00:00","Virudhunagar Block, Virudhunagar District, Tamil Nadu - 626103, India
",626103
"GOVERNMENT PRIMARY HEALTH CENTRE - CHATRAPATTI
",M(EL)T-01789,NABLBCL004158,9597894061,skispattitnphc@gmail.com,"Tamil Nadu",VIRUDHUNAGAR,"Clinical Biochemistry",NABL-M(EL)T-01471,"2023-10-23 00:00:00","26-10-23 00:00:00","Rajapalayam Block, Virudhunagar District, Tamil Nadu - 626102, India
",626102
